序号,作者昵称,讨论标题,回应数,帖子网址
271,仙人掌本仙,本top2应届真的好想去四大啊,108,https://www.douban.com/group/topic/180336683/
272,潇潇雨歇,有没有像我一样，已经丧失努力(尤其长期的)的能力了,12,https://www.douban.com/group/topic/181503939/
273,白沙糖,中流985学弱投机取巧找工作经历分享,68,https://www.douban.com/group/topic/179813322/
274,蛋黄肉松青团,美国海龟后去了行业最顶尖高薪的公司，，，然而工作四个月不到就被炒鱿鱼。真的很否定自己，现在已经在家待业好几个月，，，我觉得我才是最废的物,51,https://www.douban.com/group/topic/180819054/
275,安妮老板,天坑专业话术总结,15,https://www.douban.com/group/topic/181450046/
276,谬可ichigo,感情问题上，大家有没有Ex pressure,60,https://www.douban.com/group/topic/180672077/
277,梅遏,我是一个在杭州当gwy的fw，或许体制内是文科小镇做题家最好的出路（内附良心干货科普）,399,https://www.douban.com/group/topic/178524366/
278,mixed nuts,点艹 dy某大为,30,https://www.douban.com/group/topic/181510756/
279,朝夕朝夕爱学习,你们学校退住宿费了吗,51,https://www.douban.com/group/topic/180818812/
280,谷雨不是谷风,大家为什么（不）愿意本组被媒体报道呢？,74,https://www.douban.com/group/topic/180153722/
281,FrancoWood,今年毕业的Top 2硕，今天被公司辞退了,212,https://www.douban.com/group/topic/179463235/
282,天生猫,孤独可能是我一生的功课,24,https://www.douban.com/group/topic/181209787/
283,想瘦成一道闪电,时刻注意组里潜伏的猥琐男！！【评论里也来了一个,70,https://www.douban.com/group/topic/180211732/
284,喜欢背单词,有没有觉得自己语文水平严重不够用的？该怎么补救呢,81,https://www.douban.com/group/topic/180182269/
285,海棠虽好,大家进组一段时间之后，心态和生活有发生什么变化吗？,49,https://www.douban.com/group/topic/180068896/
286,微疏,秋招在即，哪些行业&公司学历好有优势？,6,https://www.douban.com/group/topic/181615645/
287,Eve,好奇调查一下大家的家乡都是哪里 属于几线城市,20,https://www.douban.com/group/topic/181312116/
288,咕噜鸭子,物理本科转文，待业在家five,21,https://www.douban.com/group/topic/181345576/
289,江湖骗子,女，本科毕业8年，后悔没读博士,11,https://www.douban.com/group/topic/181598836/
290,Tuslko song,端午节更新 小镇绘画家—家境普通为了梦想而去选择学艺术考美院会有什么后果？,324,https://www.douban.com/group/topic/179191714/
291,凛凛子,黄执中老师关于“废人”的话——〔熟练的迷茫者〕,12,https://www.douban.com/group/topic/181402726/
292,亲一口小胖猫,不是想说逝者为大这种和泥话，而是懂绝望时的无力感，离世仿佛才是唯一解决办法-中北大学（好友大学老师前段时间也自杀了）,140,https://www.douban.com/group/topic/179303654/
293,thy某田,【高考志愿科普第一弹】中国的软件工程专业学什么,32,https://www.douban.com/group/topic/180245762/
294,香芋,前四房企裸辞ing,21,https://www.douban.com/group/topic/181311609/
295,伐,深圳Five产品的一天，生活就是个复读机,32,https://www.douban.com/group/topic/181059883/
296,if,一个绝对five的自白&小语种five,117,https://www.douban.com/group/topic/180093052/
297,鹿柴,实习一年，临毕业前20天被鸽留用offer,41,https://www.douban.com/group/topic/180827762/
298,就是个路人,有没有抗压能力弱，心理承受力差的组员，废就废在心态不是能力（八字和基因就已经决定了，唉）,108,https://www.douban.com/group/topic/179770475/
299,阮苏,有没有那种20几岁了物质欲望不强，只想躺平，现世安稳岁月静好的five？,71,https://www.douban.com/group/topic/181668716/
300,还不滚去学习,一人进来说一个自己觉得很美的英文单词吧,141,https://www.douban.com/group/topic/179955385/
301,大猛1,有得抑郁症的小镇做题家吗,49,https://www.douban.com/group/topic/180722966/
302,生形,top10five，gap两年，可能留不了欧洲了，每天都很崩溃,146,https://www.douban.com/group/topic/179656050/
303,雪遇,没工作的毕业生来扯扯抑郁低绩失恋的大学生活，附总结和反思,18,https://www.douban.com/group/topic/181670890/
304,拍拍狂魔,有废柴在家就很烦躁，完全无法学习吗？,16,https://www.douban.com/group/topic/181348582/
305,luv,好奇大家在大学有做过学生干部吗,148,https://www.douban.com/group/topic/179819423/
306,不进pcz不改名,国际政治专业怎么样？,175,https://www.douban.com/group/topic/179727381/
307,二师兄,虽然是fiver，但不是有毒有害,8,https://www.douban.com/group/topic/181714769/
308,瞎玩的,本科毕设导师连“好的”都没回复过我,129,https://www.douban.com/group/topic/179622622/
309,平底锅与rose,我也讲讲，我是怎么成为废物的,20,https://www.douban.com/group/topic/181392573/
310,水寒风似刀,有同学遇到我这样的情况吗（本科生科研助理）？,45,https://www.douban.com/group/topic/180707506/
311,候鸟,大学挂科对我最大的影响大概是变得极度自卑,13,https://www.douban.com/group/topic/181491168/
312,毛茸茸的大桃子,退出择偶市场，焦虑大大减轻,31,https://www.douban.com/group/topic/180529238/
313,你还是人吗,生科专业的未来在哪里,174,https://www.douban.com/group/topic/179683364/
314,☆〜（ゝ。∂）,看到遍地辅导班真是惊呆,12,https://www.douban.com/group/topic/181127352/
315,div,从农村，到985再到一个卑微前端,19,https://www.douban.com/group/topic/181672274/
316,绿葡萄架,“妈，对不起，不要想我，我配不上。”（更新一个楼里的回复）,223,https://www.douban.com/group/topic/179286865/
317,林风不眠眠,推荐一个媒体关于小镇做题家的讨论,34,https://www.douban.com/group/topic/180058560/
318,AK_Sky,。,116,https://www.douban.com/group/topic/179108707/
319,addingwell,已删,58,https://www.douban.com/group/topic/180198007/
320,骨瘦如柴小小丹,真诚讨论为啥大家不去考公考编,669,https://www.douban.com/group/topic/178625148/
321,已注销,看隔壁帖说，过去普通大学比现在985更难考❓对比下80、90年代的普通大学，与现在的985录取人数……康康学历难度,86,https://www.douban.com/group/topic/179582146/
322,G Aunt,从天坑到天坑：生化环材本硕 转 音乐经纪公司练习生,277,https://www.douban.com/group/topic/178717866/
323,你猜我是谁啊,刚刚帖子被吞了 老家gwy需要面对的问题,23,https://www.douban.com/group/topic/181034047/
324,可爱不是三岁,从没正经实习过还能找到工作吗…,23,https://www.douban.com/group/topic/181359712/
325,Wakkk,关于大类招生,93,https://www.douban.com/group/topic/179916106/
326,灰灰小,今天原本是高考，five们来写一句想对当年高考的自己说的话吧,330,https://www.douban.com/group/topic/179117124/
327,野田香菜,今天知道最后一个室友也去了新加坡国立，而我待业在家天天被骂,13,https://www.douban.com/group/topic/181343769/
328,🙏,考公经验分享,117,https://www.douban.com/group/topic/179828963/
329,樱樱子,有没有人阅读长篇文字的能力下降了_(:з」∠)_,99,https://www.douban.com/group/topic/179445575/
330,流浪熊,“当人们最终发现他们的事业到头来一钱不值”,3,https://www.douban.com/group/topic/181684811/
331,你是土豆吗,感觉five组出现了通fei膨胀,20,https://www.douban.com/group/topic/180914812/
332,umaso,废物是主观的，没有客观标准,8,https://www.douban.com/group/topic/181320830/
333,zl,兴趣使然！自己学学政治或者哲学的打卡,46,https://www.douban.com/group/topic/180620468/
334,兔叽,末流211专业前三，看了选秀节目想去闯荡娱乐圈。我已准备好挨骂,137,https://www.douban.com/group/topic/179639001/
335,普华永道,各位觉得身边的“精致利己主义”多吗？,142,https://www.douban.com/group/topic/179042671/
336,森么森么,我想去当个流浪汉,42,https://www.douban.com/group/topic/180498031/
337,Macmania,有没有上了大学特别失望的？,8,https://www.douban.com/group/topic/181274096/
338,江湖骗子,虎嗅又cue了我们组,42,https://www.douban.com/group/topic/180222389/
339,明天也没有帕尼,废物的心声,5,https://www.douban.com/group/topic/181680303/
340,蔡徐坤,感觉没啥朋友挺丧的,22,https://www.douban.com/group/topic/181071847/
341,金智仁,女生没必要陷入外貌焦虑,124,https://www.douban.com/group/topic/178788033/
342,毛茸茸,新人第一天进组织，太多想说的,27,https://www.douban.com/group/topic/181665854/
343,タンポポ,分享一下日语能力考【应试】技巧,5,https://www.douban.com/group/topic/181665252/
344,绿葡萄架,🔥高考志愿‖转专业‖跨考‖真实科普召集汇总😄‖打破专业信息壁垒（通信/医学/法学/化学/汉语言/会计/机械/土木/食品/新闻等20个专业）,177,https://www.douban.com/group/topic/179195139/
345,sherry,或许可能不是我太废，而是家里缺少钱和社会关系,45,https://www.douban.com/group/topic/179904610/
346,北辰可栖,咱们组又被微信公众号搬了,8,https://www.douban.com/group/topic/181648527/
347,白昼流星,觉得自己学历丢人怎么办,241,https://www.douban.com/group/topic/179246823/
348,章丸丸,删,14,https://www.douban.com/group/topic/181297805/
349,己注销,是否我们的人生都错位了,4,https://www.douban.com/group/topic/181534025/
350,不重要,为什么会有人小论文写2万多字啊,18,https://www.douban.com/group/topic/181097876/
351,安妮老板,外界对我们存在误解的原因是学历崇拜,7,https://www.douban.com/group/topic/181515792/
352,Sunblow,一个1.5万的奖学金因为我自卑没敢申,18,https://www.douban.com/group/topic/181133090/
353,已 注 销,好羡慕洒水车司机啊,15,https://www.douban.com/group/topic/180884264/
354,空想之狗,大三，同学都拿到了很多夏令营的offer，我连参加选拔的资格都没有,17,https://www.douban.com/group/topic/181125727/
355,还行,从985five到211five,30,https://www.douban.com/group/topic/180667696/
356,タンポポ,学语言的小tips,4,https://www.douban.com/group/topic/181676270/
357,博物君🌎,《艺术创想》的尼尔叔叔竟是搞重金属摇滚乐的，还是艺术学院休学five😂,24,https://www.douban.com/group/topic/180682027/
358,Aphroditea,Top3本科+双相抑郁+小企业工作,39,https://www.douban.com/group/topic/181670261/
359,WHYSOSERIOUS,我试试自爆 淘宝淘宝淘宝,182,https://www.douban.com/group/topic/179300816/
360,无可救药的颜控,你们的父母有没有喜欢无脑夸你们的习惯,34,https://www.douban.com/group/topic/180597907/
361,狂野宝贝,大家心态的原因很大一部分是丧失了对生活的掌控感,15,https://www.douban.com/group/topic/180905583/
362,ID600520,大胆开麦，大家能交流下父母养老么,55,https://www.douban.com/group/topic/180379434/
363,哈哈哈,本five开个注会，法考，税务打卡帖,19,https://www.douban.com/group/topic/181263566/
364,九磅十五便士,真的有专业岗位适合社恐吗,23,https://www.douban.com/group/topic/180953359/
365,都会好起来的,和大家分享我是怎么（初步）好起来的,49,https://www.douban.com/group/topic/179377863/
366,白日梦想家,不是小镇做题家读了cs，依旧是废物,84,https://www.douban.com/group/topic/179963517/
367,已注销,严禁新闻相关人士开帖做调研和征集采访🚫,55,https://www.douban.com/group/topic/179723300/
368,zirui,感觉经过这次疫情，自己整个人都有些垮了,103,https://www.douban.com/group/topic/179336614/
369,书包有树,请问中南学风是这样的吗,120,https://www.douban.com/group/topic/179635692/
370,吐小泡泡之鱼,大家真的是five吗？,11,https://www.douban.com/group/topic/181323841/
371,💌,性格真的决定命运吧 社恐废物的我如是说道,13,https://www.douban.com/group/topic/181017526/
